
CUSTOMMODULE9 ID,公司名称,价值,区,地址,城市,数据来源,标签,标记数字,注册资金,省,经营范围,联系电话,营销数据修改时间,营销数据修改者,营销数据创建时间,营销数据创建者,营销数据所有者,营销数据最近操作时间,营销进度,负责人,重复数据
zcrm_105530000001911951,太仓市朔驰汽贸,,,,,创新咨询/指南针,,,,,,13382112368,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,颜廷端,
zcrm_105530000001911952,太仓市路遥汽修,,,,,创新咨询/指南针,,,,,,13773010635,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911953,太保汽车修理厂,,,,,创新咨询/指南针,,,,,,67238838,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911954,台州舒翔汽车服务有限公司,,,,,创新咨询/指南针,,,,,,89023999,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911955,台州市轩祥汽车修理有限公司,,,,,创新咨询/指南针,,,,,,13656584355,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,小王,
zcrm_105530000001911956,台州市颂钦汽车自动变速箱有限公司,,,,,创新咨询/指南针,,,,,,13736219368/0576-82926018,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,毛颂钦,
zcrm_105530000001911957,台州市路桥永顺汽车修理厂,,,,,创新咨询/指南针,,,,,,13002665525/0576-82136858,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,应友顺,
zcrm_105530000001911958,台州市路桥区世伟汽车修理厂,,,,,创新咨询/指南针,,,,,,13857660322/0576-82400077,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,唐保飞,
zcrm_105530000001911959,台州市路宝汽车维修服务有限公司,,,,,创新咨询/指南针,,,,,,13033655850/0576-82502666,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,盛文斌,
zcrm_105530000001911960,台州市宝翔汽车修理厂,,,,,创新咨询/指南针,,,,,,13566825766/15167671110,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,刘忆凯,
zcrm_105530000001911961,台州路桥鑫速汽车修理厂,,,,,创新咨询/指南针,,,,,,13058787602/0576-82160111,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,李卫良,
zcrm_105530000001911962,台州路桥泰一汽修修理厂,,,,,创新咨询/指南针,,,,,,1306588880/0576-82802999,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,陶恩友,
zcrm_105530000001911963,台州路宝,,,,,创新咨询/指南针,,,,,,82502666,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911964,台州宏信汽车维修中心,,,,,创新咨询/指南针,,,,,,13586089772/0576-81827666,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,郑高能,
zcrm_105530000001911965,台南汽修,,,,,创新咨询/指南针,,,,,,86336119,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911966,孙兴汽修,,,南门汽修市场588,,创新咨询/指南针,,,,,,13003748519,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911967,速达汽车维修中心,,,,,创新咨询/指南针,,,,,,13511358015,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911968,速达汽车空调配件批发中心,,,,,创新咨询/指南针,,,,,,13405077772/13218105210,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911969,速霸汽车性能汽修,,,,,创新咨询/指南针,,,,,,89608855,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911970,速8汽车快修,,,,,创新咨询/指南针,,,,,,13221007998/15869296161,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911971,苏州致远汽车维修服务,,,,,创新咨询/指南针,,,,,,13776126116,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,宋振华,
zcrm_105530000001911972,苏州元和汽车修理厂,,,,,创新咨询/指南针,,,,,,13338006058/13962527145,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911973,苏州裕诚车业,,,,,创新咨询/指南针,,,,,,13382197099,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,王开腊,
zcrm_105530000001911974,苏州永安汽车维修,,,,,创新咨询/指南针,,,,,,1396298198,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911975,苏州新领域汽车维修,,,,,创新咨询/指南针,,,,,,13862027252,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911976,苏州万佳汽车维修服务店,,,,,创新咨询/指南针,,,,,,13270999297/13913594976,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911977,苏州田库汽车服务有限公司,,,,,创新咨询/指南针,,,,,,13584274328,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911978,苏州顺达汽车有限公司,,,,,创新咨询/指南针,,,,,,13776075617,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911979,苏州双辉轮胎有限公司,,,,,创新咨询/指南针,,,,,,13004561800/13776163542,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911980,苏州双城汽车维修服务有限公司,,,,,创新咨询/指南针,,,,,,13382417582,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911981,苏州市绍军汽车维修,,,,,创新咨询/指南针,,,,,,13004563980/13584270446,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911982,苏州市美顺汽车服务有限公司,,,,,创新咨询/指南针,,,,,,13861328819,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911983,苏州市佳驰汽修厂,,,,,创新咨询/指南针,,,,,,13776034591/67860668,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911984,苏州市恒通汽车修理有限公司,,,,,创新咨询/指南针,,,,,,13812662555,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911985,苏州盛丰汽修,,,,,创新咨询/指南针,,,,,,13861308201,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,史明红,
zcrm_105530000001911986,苏州日盛汽车维修有限公司,,,,,创新咨询/指南针,,,,,,13402583518/65275359,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911987,苏州隆驰轮胎,,,,,创新咨询/指南针,,,,,,13812636001/66878818,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,陈家栋,
zcrm_105530000001911988,苏州龙腾维修服务有限公司,,,,,创新咨询/指南针,,,,,,13063783228,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911989,苏州雷鑫汽车维修上海大众维修,,,,,创新咨询/指南针,,,,,,13451526640,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,雷云武,
zcrm_105530000001911990,苏州开成汽车修理厂,,,,,创新咨询/指南针,,,,,,13806214530/62719039,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,李金元,
zcrm_105530000001911991,苏州金尔顺汽车维修,,,,,创新咨询/指南针,,,,,,63551866,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911992,苏州佳驰车业,,,,,创新咨询/指南针,,,,,,68552132/13962199319,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911993,苏州宏宇汽车修理有限公司,,,,,创新咨询/指南针,,,,,,13812651655/13706131613,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911994,苏州福悦汽车一站式服务,,,,,创新咨询/指南针,,,,,,13218181716/13218183646,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,张雷,
zcrm_105530000001911995,苏州福悦达汽修,,,,,创新咨询/指南针,,,,,,13218183646,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911996,苏州驰达有限公司,,,,,创新咨询/指南针,,,,,,13621574705,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911997,苏州车之妆汽车美容有限公司,,,,,创新咨询/指南针,,,,,,13616219284,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911998,苏亚汽车服务中心,,,,,创新咨询/指南针,,,,,,13013781994,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001911999,苏鑫汽车维修保养,,,,,创新咨询/指南针,,,,,,13771817559,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,兰启坚,
zcrm_105530000001912000,苏吴汽修,,,,,创新咨询/指南针,,,,,,13801538896,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912001,苏服自动变速箱,,,,,创新咨询/指南针,,,,,,13382297077,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912002,苏邦汽车服务,,,,,创新咨询/指南针,,,,,,13862129718,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912003,松叶汽修七部,,,,,创新咨询/指南针,,,,,,13621797308/15900703132,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912004,松陵镇新辰轮胎,,,,,创新咨询/指南针,,,,,,13776162383/13912739008,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912005,四海汽车快修,,,,,创新咨询/指南针,,,,,,13358118093,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,张四海,
zcrm_105530000001912006,舜泰汽修,,,浙江省宁波市余姚市金昌路,,创新咨询/指南针,,,,,,62527886,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912007,舜联汽车维修,,,浙江省宁波市余姚市丰山路,,创新咨询/指南针,,,,,,13605848707,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912008,顺鑫汽车装潢,,,,,创新咨询/指南针,,,,,,13451566886/18112571168,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912009,顺心汽车服务中心,,,,,创新咨询/指南针,,,,,,13776141997,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912010,顺通进口汽车修理厂,,,,,创新咨询/指南针,,,,,,57331770,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912011,顺通轿车维修部,,,浙江省绍兴市柯桥区钱清镇南复线砖窑村加油站/顺通轿修,,创新咨询/指南针,,,,,,13858437576/0575-88706609,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,王增叶,
zcrm_105530000001912012,顺泰汽车服务中心,,,,,创新咨询/指南针,,,,,,13676488988,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912013,顺利汽车服务中心,,,,,创新咨询/指南针,,,,,,13666885272,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912014,顺佳汽车美容养护中心,,,,,创新咨询/指南针,,,,,,13815258572,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,张军,
zcrm_105530000001912015,顺风汽修（直埠）,,,浙江省绍兴市诸暨市直埠镇老稻壳顺风汽修,,创新咨询/指南针,,,,,,15968513215,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,吴松鼓,
zcrm_105530000001912016,顺迪汽车修理部,,,浙江省绍兴市诸暨市陶朱街道王家湖东路35-1号,,创新咨询/指南针,,,,,,13017715818/0575-87022122,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,宣先生,
zcrm_105530000001912017,顺达汽修,,,,,创新咨询/指南针,,,,,,13812691098,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912018,顺达汽车养护中心,,,,,创新咨询/指南针,,,,,,13511384579/0573-87070068,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,陈华,
zcrm_105530000001912019,顺达汽车养护,,,浙江省宁波市余姚市安捷东路,,创新咨询/指南针,,,,,,18069259355/15306692691,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912020,顺达汽车维修服务中心,,,,,创新咨询/指南针,,,,,,13773128431,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,范从亮,
zcrm_105530000001912021,顺驰汽车修理厂,,,,,创新咨询/指南针,,,,,,13301553330,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912022,水水汽修,,,浙江省绍兴市诸暨市草塔镇天元路276号,,创新咨询/指南针,,,,,,13655752120,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,寿金水,
zcrm_105530000001912023,双塔轮胎维护中心,,,浙江省绍兴市嵊州市剡湖街道艇湖路18号（客运中心出站口左边）双塔轮胎维护,,创新咨询/指南针,,,,,,13732456716/0575-83106523/83101666,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,谢继业,
zcrm_105530000001912024,数飞汽车修理,,,浙江省绍兴市诸暨市大唐镇上王村智圣寺,,创新咨询/指南针,,,,,,13758584633,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,杨飞,
zcrm_105530000001912025,树峰汽修,,,浙江省绍兴市上虞区曹娥街道严村春晖集团对面/树峰汽修,,创新咨询/指南针,,,,,,13305851125/0575-82260239,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,吕树峰,
zcrm_105530000001912026,舒心汽修,,,,,创新咨询/指南针,,,,,,13451525346/15716210508,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,杨要许,
zcrm_105530000001912027,仕豪名车精修,,,,,创新咨询/指南针,,,,,,4001868600,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912028,世伟汽修连锁,,,,,创新咨询/指南针,,,,,,82400077,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912029,世佳汽修,,,,,创新咨询/指南针,,,,,,86278899,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912030,世纪风汽车维修服务中心,,,,,创新咨询/指南针,,,,,,13013826990/68123997,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912031,时代汽车销售有限公司,,,,,创新咨询/指南针,,,,,,80207008,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912032,石头汽修,,,,,创新咨询/指南针,,,,,,13584255705,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912033,石千汽修,,,,,创新咨询/指南针,,,,,,13736400375,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912034,施必快/嵊州店,,,浙江省绍兴市嵊州市鹿山街道卡尔路28号/施必快,,创新咨询/指南针,,,,,,13967517555/0575-83219090,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,郑小波,
zcrm_105530000001912035,嵊州市信昊汽车修理,,,浙江省绍兴市嵊州市鹿山街道工农三路锦越明都39号/信昊汽修,,创新咨询/指南针,,,,,,13857572791/0575-83219687,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,吴昊,
zcrm_105530000001912036,嵊州市森菱修理厂,,,浙江省绍兴市嵊州市鹿山街道卡尔路116号(下马村口对面/冷库旁)森菱修理厂,,创新咨询/指南针,,,,,,13967518903/0575-/83522893,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,马伦位,
zcrm_105530000001912037,嵊州市赛通汽车服务有限公司,,,浙江省绍兴市嵊州市三江街道领带园四路12号/赛通汽车服务,,创新咨询/指南针,,,,,,13705854913,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,金华江,
zcrm_105530000001912038,嵊州市鹏鹏二手车,,,浙江省绍兴市嵊州市嵊州大道南江一路边/鹏鹏二手车,,创新咨询/指南针,,,,,,13575561018/13575561018,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,周鹏鹏,
zcrm_105530000001912039,嵊州市鹿驰汽车修理厂,,,浙江省绍兴市嵊州市剡湖街道艇湖路（客运中心出口处正对面）鹿驰汽修,,创新咨询/指南针,,,,,,13967506884/15958560510,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,史容超/童祝勇,
zcrm_105530000001912040,嵊州市金海岸汽车服务有限公司,,,浙江省绍兴市嵊州市长乐镇长乐工业园区新嵊义线南侧加油站右边/金海岸汽车服务,,创新咨询/指南针,,,,,,13456529816/18967554555/18057596815/0575-83078785,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,操林锋,
zcrm_105530000001912041,嵊州市见鹏汽车修理厂,,,浙江省绍兴市嵊州市鹿山街道卡尔路29号/见鹏汽车修理,,创新咨询/指南针,,,,,,13575535577/13346055101/0575-83210396,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,沈见鹏,
zcrm_105530000001912042,嵊州市佳杰汽车维修中心,,,浙江省绍兴市嵊州市剡湖街道嵊州大道329号一楼/佳杰汽车维修,,创新咨询/指南针,,,,,,13705851447,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,张先生,
zcrm_105530000001912043,嵊州市惠农汽车修理部,,,浙江省绍兴市嵊州市黄泽镇镇西路70号/惠农汽车修理,,创新咨询/指南针,,,,,,13735387731,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,竺先生,
zcrm_105530000001912044,嵊州市槐鑫汽车修理部,,,浙江省绍兴市嵊州市三江街道经济开发区东郭104国道新建营业用房15号至16号/槐鑫汽车修理,,创新咨询/指南针,,,,,,13567590602,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,王槐鑫,
zcrm_105530000001912045,嵊州市恒通汽车修配厂,,,浙江省绍兴市嵊州市三江街道迪贝路101号/恒通汽车修配厂,,创新咨询/指南针,,,,,,18069595000/13757534231/0575-83355570,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,李永祥/高级技师/负责人,
zcrm_105530000001912046,嵊州市东浦汽车维保中心,,,浙江省绍兴市嵊州市剡湖街道嵊州大道267号/东浦汽车维保,,创新咨询/指南针,,,,,,15068551819/0575-83367608/83351719/83351718,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,施董昊,
zcrm_105530000001912047,嵊州市创辉汽车服务中心,,,浙江省绍兴市嵊州市鹿山街道城西加油站东(摩托车检测站内)创辉汽车服务,,创新咨询/指南针,,,,,,13819554999/0575-83204599,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,钱航,
zcrm_105530000001912048,嵊州市诚鑫汽修,,,浙江省绍兴市嵊州市城东开发区双塔路108号天姿厂内F幢/诚鑫汽修,,创新咨询/指南针,,,,,,13588515685/13732455386/0575-83180951/83164417,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,董庆新/吴性浪,
zcrm_105530000001912049,嵊州市安达汽车维修有限公司,,,浙江省绍兴市嵊州市三江街道双塔路五金机电城旁边/安达汽修,,创新咨询/指南针,,,,,,13185522444/0575-83268318,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,梁明维修部经理,
zcrm_105530000001912050,嵊州宏昌汽车维修服务中心,,,浙江省绍兴市嵊州市三江街道剡兴路11-12/宏昌汽修,,创新咨询/指南针,,,,,,13819553211/0575-83357666/83558122,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,姚伟明,
zcrm_105530000001912051,嵊州浩天汽车修理厂,,,浙江省绍兴市嵊州市鹿山街道城关镇钱塘村路田岭老路廊门口/浩天汽修,,创新咨询/指南针,,,,,,0575-83993781/0575-83202232,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,陆金燕,
zcrm_105530000001912052,嵊一汽车宝马汽修,,,浙江省绍兴市嵊州市三江街道嵊州大道南1818号/嵊一汽车宝马汽修,,创新咨询/指南针,,,,,,15105753365,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,金永钗,
zcrm_105530000001912053,盛泽云峰汽修,,,,,创新咨询/指南针,,,,,,13812712228,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912054,盛泽汽车维修,,,,,创新咨询/指南针,,,,,,13606250333,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912055,盛泽博远汽修,,,,,创新咨询/指南针,,,,,,13382167802/13382167902,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912056,盛元汽车养护中心,,,,,创新咨询/指南针,,,,,,13584253996,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912057,盛信汽车修理部,,,浙江省绍兴市嵊州市嵊州大道南1938号(新昌方向)盛信汽车修理,,创新咨询/指南针,,,,,,13754357370,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,郑锋,
zcrm_105530000001912058,盛伟汽车服务,,,,,创新咨询/指南针,,,,,,13757238317,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912059,盛通汽车维修,,,,,创新咨询/指南针,,,,,,13862006065,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,王益路,
zcrm_105530000001912060,盛利汽修,,,,,创新咨询/指南针,,,,,,13606766007/0576-88802575,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,王伟利,
zcrm_105530000001912061,盛鸿汽车服务,,,,,创新咨询/指南针,,,,,,13814811320/15895442804,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912062,盛达专业轿车维修保养,,,,,创新咨询/指南针,,,,,,13757013407/563407,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912063,盛驰汽修,,,,,创新咨询/指南针,,,,,,13555166510,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912064,胜通汽修,,,,,创新咨询/指南针,,,,,,4000673868,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,,
zcrm_105530000001912065,申发汽车一站式服务,,,,,创新咨询/指南针,,,,,,13584829695/62710216,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,黄发明,
zcrm_105530000001912066,绍兴正宝行,,,,,创新咨询/指南针,,,,,,13429559371/0575-88701499,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,产方稳,
zcrm_105530000001912067,绍兴越佳汽车修理有限公司,,,浙江省绍兴市越城区灵芝镇新329国道南面后诸村,,创新咨询/指南针,,,,,,13587338720/0575-85579297,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,倪国旗,
zcrm_105530000001912068,绍兴元捷汽车自动变速器维修,,,浙江省绍兴,,创新咨询/指南针,,,,,,15105755787/0575-88754050,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,李咸明,
zcrm_105530000001912069,绍兴玉园汽车服务有限公司,,,浙江省绍兴市越城区斗门镇教育路A99号（联奥4S店后）玉园汽车服务,,创新咨询/指南针,,,,,,13454599191,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,徐炎锋,
zcrm_105530000001912070,绍兴银江汽修有限公司,,,浙江省绍兴市诸暨市店口镇湄池江东路288号（湄池加油站对面）,,创新咨询/指南针,,,,,,13867581697/13335788038/0575-87067617,2018-04-11 11:46 ,零克,2018-04-11 09:06 ,零克,零克,2018-04-11 11:46 ,,汤银江,
